location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Arlington, VA",Staff Assistant ,Francis Marlo,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Personal and Confidential Assistant ,Barbara Thompson,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Kristofer Harrison,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Nelson Erickson,SC,GS,9,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Paul Watson,SC,GS,9,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Assistant Secretary of Defense (International Security Affairs) ,Peter W. Rodman,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Principal Deputy Assistant Secretary of Defense (International Security Affairs) ,Peter C. Flory,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Deputy Under Secretary of Defense (Asian and Pacific Affairs) ,Richard P. Lawless Jr,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Deputy Under Secretary of Defense (Near East South Asian Affairs) ,William J. Luti,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Prisoners of War/ Missing Personnel) ,Jerry D. Jennings,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Western Hemisphere) ,Rogelio Pardo-Maurer IV,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Africa) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,James Anderson,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Jon Gary Ferko,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Michael S. Makovsky,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Victor A. Rostow,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,David Schenker,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Special Assistant ,Adrian Cronauer,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Daniel Blumenthal,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Timothy B. Kyger,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Scott R. Feeney,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Personal and Confidential Assistant ,Heather Shockney,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Staff Assistant ,Roman Martinez,SC,GS,11,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Intern,2004
"Arlington, VA",Assistant Secretary of Defense (Special Operations/Low Intensity Conflict) ,Thomas W. O'Connell,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Principal Deputy Assistant Secretary of Defense (Special Operations/Low Intensity Conflict) ,Michael A. Westphal,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Principal Director for Special Operations and Combating Terrorism ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Stability Operations) ,Jeffrey Nadaner,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Counter-Narcotics) ,Mary Beth Long,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Foreign Relations and Defense Policy Manager ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA","Director, Combating Terrorism Technology Support Office ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Foreign Relations and Defense Policy Manager ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Executive Assistant ,Cecile F. St. Julien,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Personal and Confidential Assistant ,Anne Meree Morehead,SC,GS,11,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Specia,2004
"Arlington, VA",Assistant Secretary of Defense (Homeland Defense) ,Paul F. McHale,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Principal Deputy Assistant Secretary of Defense (Homeland Defense) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Assistant Secretary of Defense for Force Planning and Employment ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Foreign Relations and Defense Policy Manager ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Deputy Assistant Secretary of Defense for Strategy, Plans and Resources ",Scott W. Rowell,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Senior Homeland Defense Advisor for Civil Support ,Robert S. Cohen,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Assistant Secretary of Defense for Continuity and Crisis Management ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Foreign Relations and Defense Policy Manager ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Defense Continuity Program Office ",Mark Hewitt,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY FOR POLICY,Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Under Secretary of Defense (Comptroller) ,Tina Westby Jonas,PAS,EX,III,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Principal Deputy Under Secretary of Defense (Comptroller) and Deputy Under Secretary of Defense (Management Reform) ,Robert J. Henke,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Resource Planning/Management) ,Wayne A. Schroeder,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Financial Management) ,David L. Norquist,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Comptroller (Program/Budget) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Assistant Deputy Comptroller (Program/ Budget) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Program Manager, Strategic Planning and Budgeting Domain Implementation ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Director for Plans and Systems ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Associate Director for Budget Presentation and Congressional Liaison ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Business Modernization and Systems Integration ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Director for Investment ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Associate Director for Army Investment ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Associate Director for Navy Investment ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Operations and Personnel ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Associate Director for International and Interagency Programs ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Associate Director, Personnel and Reserve Programs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Associate Director, Defense-Wide Programs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Associate Director, Active Force Programs ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Military Construction ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Director for Revolving Funds ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Program Manager, Finance and Accounting Operations and Financial Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Accounting and Finance Policy and Analysis ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Performance and Management Excellence ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Associate Director for Financial Improvement ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Associate Director, Business Modernization and Systems Integration ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Special Assistant ,Ashley D. Godwin,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Special Assistant ,Joshua Boehm,SC,GS,14,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (COMPTROLLER),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Under Secretary of Defense (Intelligence) ,Stephen A. Cambone,PAS,EX,III,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (INTELLIGENCE),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Counterintelligence and Security) ,Carol A. Haave,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY OF DEFENSE (INTELLIGENCE),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Under Secretary of Defense (Personnel and Readiness) ,David S. C. Chu,PAS,EX,III,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Personnel and Readiness) ,Charles S. Abell,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Plans) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Program Integration) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Program and Budget Coordination ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Readiness) ,Paul W. Mayberry,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Readiness Programming and Assessment ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Readiness and Training ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Special Assistant for Training Range Transformation and Sustainability ,John J. Walsh,TA,ES,,,11/16/05,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Civilian Personnel Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Director of Workforce Issues and International Programs ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Under Secretary of Defense (Military Community and Family Policy) ,John M. Molino,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Principal Director (Military Community and Family Policy) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Unified Exchange Task Force ",Charles J. Wax,TA,ES,,,03/10/06,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Equal Opportunity) ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Director for Civilian Equal Opportunity and Principal Director for Equal Opportunity ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Principal Director, Military Personnel Policy ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Officer and Enlisted Personnel Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Accession Policy ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Chief of Staff, Under Secretary of Defense (Personnel and Readiness) and Special Assistant to the Under Secretary of Defense (Personnel and Readiness) for Gulf War Illnesses ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Special Assistant ,Leslye A. Arsht,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Personal and Confidential Assistant ,Nancy Plata,SC,GS,13,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA",Confidential Assistant ,Mary E. Woodward,SC,GS,12,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Homela,2004
"Arlington, VA","Director, Department of Defense Education Activity ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Department of Defense Education Activity,2004
"Arlington, VA",Associate Director for Financial and Business Operations ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Department of Defense Education Activity,2004
"Arlington, VA","Associate Director for Education and Principal Director, Department of Defense Education Activity ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Department of Defense Education Activity,2004
"Urazoe, Okinawa, Japan","Director, Department of Defense Dependents Schools Pacific and Domestic Dependent Elementary and Secondary Schools Guam ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Department of Defense Education Activity,2004
"Wiesbaden, Germany","Director, Department of Defense Dependents Schools Europe ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Department of Defense Education Activity,2004
"Peachtree City, GA","Director, Domestic Dependent Elementary and Secondary Schools and the Department of Defense Dependents Schools Cuba ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Department of Defense Education Activity,2004
"Arlington, VA",Assistant Secretary of Defense (Reserve Affairs) ,Thomas F. Hall,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Principal Deputy Assistant Secretary of Defense (Reserve Affairs) ,Craig W. Duehring,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Material and Facilities) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Resources) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Manpower and Personnel) ,John D. Winkler,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA","Principal Director (Readiness, Training and Mobilization) ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA","Director, Civil- Military Policy ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Coordinator of Reserve Integration ,Gayle A. Lawrence,SC,GS,15,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Confidential Assistant to the Assistant Secretary of Defense (Reserve Affairs) ,Linda Davis,SC,GS,11,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Reserv,2004
"Arlington, VA",Assistant Secretary of Defense (Health Affairs) ,William Winkenwerder Jr,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",Principal Deputy Assistant Secretary of Defense (Health Affairs) ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Clinical and Program Policy) ,David N. Tornberg,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Force Health Protection and Readiness) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",Deputy Assistant Secretary of Defense (Health Budgets and Financial Policy) ,Vacant,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Falls Church, VA","Director, Resource Management ",Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Falls Church, VA","Senior Advisor to the Director, TRICARE Management Agency ",Nancy R. Adams,TA,ES,,,10/31/05,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Aurora, CO","Director, Program Operations ",Brian M. Rubin,TA,ES,,,12/13/04,Office of the Secretary of Defense,OFFICE OF THE UNDER SECRETARY (PERSONNEL AND READINESS),Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",General Counsel ,William J. Haynes,PAS,EX,IV,,,Office of the Secretary of Defense,OFFICE OF THE GENERAL COUNSEL,Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",Principal Deputy General Counsel ,Daniel J. Dell Orto,,ES,,,,Office of the Secretary of Defense,OFFICE OF THE GENERAL COUNSEL,Office of the Assistant Secretary of Defense (Health,2004
"Arlington, VA",Deputy General Counsel (Fiscal) ,Career Incumbent,C,ES,,,,Office of the Secretary of Defense,OFFICE OF THE GENERAL COUNSEL,Office of the Assistant Secretary of Defense (Health,2004
