location,title,name,type_appoitment,pay_plan,pay_level_grade,tenure,expires,agency,big_office,little_office,year
"Washington, DC","Deputy Chief, Strategic Planning Staff",Martin J. Ruebens,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief of Staff,,1996
"Washington, DC",Director,Walter R. Somerville,ES,CA,..........,..........,........,Department of Transportation,Office of Civil Rights,,1996
"Washington, DC",Deputy Chief Counsel,Robert S. Horowitz,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC","Assoc Prog Director, Intern'l Activi, Prog Oversight & Research & Dev",Joseph J. Angelo,ES,CA,..........,..........,........,Department of Transportation,"Office of Marine Safety, Security and Environmental Protection",,1996
"Washington, DC","Director, Oil Pollution Act Staff",Norman W. Lemley,ES,CA,..........,..........,........,Department of Transportation,"Office of Marine Safety, Security and Environmental Protection",,1996
"Washington, DC","Chief, Civilian Personnel Policy and Program Division",Thomas F. Fisher,ES,CA,..........,..........,........,Department of Transportation,Office of Personnel and Training,,1996
"Groton, CT",Technical Director, Vacant,ES,..........,..........,..........,........,Department of Transportation,Research and Development Center,,1996
"Washington, DC",Administrator,David R. Hinson,EX,PAS,II,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Linda H. Daschle,EX,PAS,IV,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant to the Administrator,Peter H. Appel,OT,XS,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel,Nicholas G. Garaufis,OT,XS,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Assistant Administrator,Barry L. Valentine,OT,XS,..........,..........,........,Department of Transportation,"Asst Administrator for Policy, Planning, and International Aviation",,1996
"Washington, DC",Associate Administrator,Susan L. Kurland,OT,XS,..........,..........,........,Department of Transportation,Associate Administrator for Airports,,1996
"Washington, DC",Assistant Administrator,Eliot Brenner,OT,XS,..........,..........,........,Department of Transportation,Assistant Administrator for Public Affairs,,1996
"Washington, DC",Assistant Administrator,A. Bradley Mims,OT,XS,..........,..........,........,Department of Transportation,Assistant Administrator for Government and Industry Affairs,,1996
"Washington, DC",Congressional Liaison Officer,Robert E. Wrigley,OT,XS,..........,..........,........,Department of Transportation,Assistant Administrator for Government and Industry Affairs,,1996
"Washington, DC",Associate Administrator,Frank C. Weaver,OT,XS,..........,..........,........,Department of Transportation,Associate Administrator for Commercial Space Transportation,,1996
"Washington, DC",Administrator,Rodney E. Slater,EX,PAS,II,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Jane F. Garvey,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Executive Director,Anthony R. Kane,ES,CA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant,Evelyn Fierro,GS,SC,15,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Staff Assistant,Devonalu P. Robinson,GS,SC,12,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant,Catherine Grunden,GS,SC,12,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel,Jerry L. Malone,ES,NA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Deputy Chief Counsel,Edward V. Kussy,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Director of External Communications,Andrew M. Paven,ES,NA,..........,..........,........,Department of Transportation,Office of Public Affairs,,1996
"Washington, DC",Director,Fred J. Hempel,ES,CA,..........,..........,........,Department of Transportation,Office of Program Review,,1996
"Washington, DC",Director,Edward W. Morris,ES,CA,..........,..........,........,Department of Transportation,Office of Civil Rights,,1996
"Washington, DC",Director,Christine M. Johnson,ES,CA,..........,..........,........,Department of Transportation,Intelligent Transportation Systems Joint Program Office,,1996
"Washington, DC",Associate Administrator,Gloria J. Jeff,ES,NA,..........,..........,........,Department of Transportation,Associate Administrator for Policy,,1996
"Washington, DC","Director, Office of International Programs",King W. Gee,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Policy,,1996
"Washington, DC","Director, Office of Policy Development",Madeleine S. Bloom,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Policy,,1996
"Washington, DC","Chief, Transportation Studies Division", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Policy,,1996
"Washington, DC","Chief, Legislation and Strategic Planning Division",Cynthia J. Burbank,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Policy,,1996
"Washington, DC","Director, Office of Highway Information Management",Gary E. Maring,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Policy,,1996
"McLean, VA",Associate Administrator,Robert J. Betsold,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"McLean, VA",Director of Special Strategic National Highway Institute Initiatives,Moges Ayele,ES,TA,..........,..........,01/15/1998,Department of Transportation,Associate Administrator for Research and Development,,1996
"Mclean, VA","Director, Engineering and Highway Operations Research and Development",Charles J. Nemmers,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Mclean, VA","Director, Office of Advanced Research",Thomas J. Pasko,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Mclean, VA","Director, Safety and Traffic Operations Research and Development",George A. Ostensen,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC",Associate Administrator,Thomas J. Ptak,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Director, Office of Engineering",Gerald L. Eller,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Federal Aid and Design Division", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Bridge Division",Stanley Gordon,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Construction and Maintenance Division",Donald P. Steinke,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Pavement Division",Tushi P. Teng,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Director, Office of Environment and Planning",Kevin E. Heanue,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Intermodal and Statewide Programs Division",George E. Schoener,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Metropolitan Planning Division",Barna J. Juhasz,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Chief, Environmental Analysis Division",James M. Shrouds,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Development,,1996
"Washington, DC","Director, Traffic Management and Intelligent Highway Systems",Susan B. Lauffer,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety and System Applications,,1996
"Washington, DC","Director, Office of Technology Applications",Joseph S. Toole,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety and System Applications,,1996
"Washington, DC",Associate Administrator,George S. Moore,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC",Deputy Associate Administrator,Diana L. Zeidel,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC",Quality Management Executive,Rosalie R. Wilson,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC","Director, Office of Personnel and Training",Jerry A. Hawkins,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC","Director, Office of Information and Management Services",Michael J. Vecchietti,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC",Associate Administrator,George L. Reagle,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Motor Carriers,,1996
"Washington, DC","Director, Office of Motor Carrier Information Management and Analysis",John F. Grimm,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Motor Carriers,,1996
"Washington, DC","Director, Office of Motor Carrier Research and Standards", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Motor Carriers,,1996
"Washington, DC","Associate Director, Office of Compliance Enforcement",Thomas Vinning,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Motor Carriers,,1996
"Washington, DC","Deputy Director, Security of Operations, Insurance and Tariffs",Dixie E. Horton,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Motor Carriers,,1996
"Washington, DC","Director, Office of Motor Carrier Planning and Customer Liaison",Jill L. Hochman,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Motor Carriers,,1996
"Washington, DC",Program Administrator,Thomas O. Edick,ES,CA,..........,..........,........,Department of Transportation,Federal Lands Highway Office,,1996
"Albany, NY","Regional Administrator, Region 1",Henry H. Rentz,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Baltimore, MD","Regional Administrator, Region 3",David S. Gendell,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Atlanta, GA","Regional Administrator, Region 4",Leon N. Larson,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Homewood, IL","Regional Administrator, Region 5",Dale E. Wilken,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Fort Worth, TX","Regional Administrator, Region 6",Edward A. Wueste,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Kansas City, MO","Regional Administrator, Region 7",Arthur E. Hamilton,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Lakewood, CO","Regional Administrator, Region 8",Vincent F. Schimmoller,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"San Francisco, CA","Regional Administrator, Region 9",Julie A. Cirillo,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Portland, OR","Regional Administrator, Region 10",Leon J. Witman,ES,CA,..........,..........,........,Department of Transportation,Regional Offices,,1996
"Washington, DC",Administrator,Jolene M. Molitoris,EX,PAS,III,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Donald M. Itzkoff,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant,Robert C. Land,GS,SC,14,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC","Director, Office of Public Affairs",David A. Bolger,GS,SC,14,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel,Seth M. Lindsey,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Deputy Chief Counsel,Michael T. Haley,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Associate Administrator,Raymond J. Rogers,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration and Finance,,1996
"Washington, DC",Associate Administrator,Sally H. Cooper,ES,NA,..........,..........,........,Department of Transportation,Associate Administrator for Policy and Program Development,,1996
"Washington, DC","Deputy Associate Administrator, Industry and Intermodal Policy",Jane H. Bachner,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Policy and Program Development,,1996
"Washington, DC","Deputy Associate Admin, Safety Compliance and Program Implementation",Philip Olekszyk,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety,,1996
"Washington, DC","Deputy Associate Admin, Safety Standards and Program Development",Grady C. Cothen,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety,,1996
"Washington, DC","Director, Office of Safety Analysis",John G. Leeds,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety,,1996
"Washington, DC",Associate Administrator,James T. McQueen,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Railroad Development,,1996
"Washington, DC",Deputy Associate Administrator,Arrigo P. Mongini,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Railroad Development,,1996
"Washington, DC","Director, Office of Research and Development",Steven R. Ditmeyer,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Railroad Development,,1996
"Washington, DC","Director, Office of Freight Services", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Railroad Development,,1996
"Washington, DC",Administrator,Ricardo Martinez,EX,PAS,III,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Philip R. Recht,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Executive Director,Donald C. Bischoff,ES,CA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant,Victor Weissberg,GS,SC,15,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC","Chief, Consumer Information Division",Kathie J. Klass,GS,SC,15,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Director of Intergovernmental Affairs,Carol Stroebel,GS,SC,15,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel, Vacant,ES,..........,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC","Assistant Chief Counsel, Rulemaking",Stephen P. Wood,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC","Assistant Chief Counsel, Litigation",Kenneth N. Weinstein,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Senior Assistant Chief Counsel,John G. Womack,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Associate Administrator,Adele L. Derby,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for State and Community Services,,1996
"Washington, DC",Associate Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Plans and Policy,,1996
"Washington, DC","Director, Office of Regulatory Analysis",Robert L. Shelton,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Plans and Policy,,1996
"Washington, DC","Director, Office of Strategic Planning and Evaluation", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Plans and Policy,,1996
"Washington, DC",Associate Administrator,William A. Boehly,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC","Director, Office of Crashworthiness Research",Ralph J. Hitchcock,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC","Director, National Center for Statistics and Analysis",William H. Walsh,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC","Chief, Accident Investigation Division", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC","Director, Office of Driver and Pedestrian Research", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC","Chief, Problem-Behavior Research Division",Monroe B. Snyder,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"East Liberty, OH","Director, Vehicle Research and Test Control (Ohio)",Michael W. Monk,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC","Director, Office of Crash Avoidance Research",Joseph N. Kanianthra,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Research and Development,,1996
"Washington, DC",Associate Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Safety Performance Standards,,1996
"Washington, DC","Director, Office of Planning and Consumer Programs",Patricia P. Breslin,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety Performance Standards,,1996
"Washington, DC","Director, Office of Crashworthiness Standards",James R. Hackney,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Safety Performance Standards,,1996
"Washington, DC",Associate Administrator,James H. Hedlund,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Traffic Safety Programs,,1996
"Washington, DC","Director, Office of Alcohol and State Programs", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Traffic Safety Programs,,1996
"Washington, DC","Director, Office of Occupant Protection",James L. Nichols,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Traffic Safety Programs,,1996
"Washington, DC","Director, Office of Enforcement and Emergency Services",Marilena Amoni,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Traffic Safety Programs,,1996
"Washington, DC",Associate Administrator,Herman L. Simms,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC",Administrator,Gordon J. Linton,EX,PAS,III,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Janette I. Sadik-Khan,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Director of Communications and External Affairs, Vacant,ES,..........,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel, Vacant,ES,..........,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Deputy Chief Counsel,Gregory B. McBride,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Associate Administrator,Charlotte M. Adams,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Planning,,1996
"Washington, DC",Associate Administrator,Hiram J. Walker,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Program Management,,1996
"Washington, DC",Deputy Associate Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Program Management,,1996
"Washington, DC",Associate Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Technical Assistance and Safety,,1996
"Washington, DC",Deputy Associate Administrator for Technical Assistance,A M. Yen,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Technical Assistance and Safety,,1996
"Washington, DC","Director, Office of Engineering Evaluations", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Technical Assistance and Safety,,1996
"Washington, DC",Associate Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Budget and Policy,,1996
"Washington, DC",Deputy Associate Administrator,John W. Spencer,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Budget and Policy,,1996
"Washington, DC","Director, Office of Budget and Financial Management",John L. Wilson,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Budget and Policy,,1996
"Washington, DC",Associate Administrator,Dorrie Y. Aldrich,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"New York, NY",Regional Administrator,Thomas J. Ryan,GS,SC,15,..........,........,Department of Transportation,Regional Administrators,,1996
"Washington, DC",Administrator,Gail C. McDonald,EX,PAS,IV,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,David G. Sanders,ES,TA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Massena, NY",Associate Administrator/Resident Manager,Erman J. Cocci,ES,CA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel,Marc C. Owen,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Administrator,Albert J. Herberger,EX,PAS,III,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Joan B. Yim,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator (Inland Waterways and Great Lakes),John E. Graykowski,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant to the Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Director,Sharon K. Brooks,ES,NA,..........,..........,........,Department of Transportation,Office of Congressional and Public Affairs,,1996
"Washington, DC",Chief Counsel,Joan M. Bondareff,ES,NA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Deputy Chief Counsel,Robert J. Patton,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Director,Taylor E. Jones,ES,CA,..........,..........,........,Department of Transportation,Office of Maritime Labor and Training,,1996
"Washington, DC",Associate Administrator,Margaret D. Blum,ES,CA,..........,..........,........,Department of Transportation,"Assoc Administrator for Port, Intermodal and Environmental Activities",,1996
"Washington, DC",Senior Technical Advisor,Zelvin Levine,ES,CA,..........,..........,........,Department of Transportation,"Assoc Administrator for Port, Intermodal and Environmental Activities",,1996
"Washington, DC","Director, Office of Ports and Domestic Shipping",John M. Pisani,ES,CA,..........,..........,........,Department of Transportation,"Assoc Administrator for Port, Intermodal and Environmental Activities",,1996
"Washington, DC",Associate Administrator,Bruce J. Carlton,ES,CA,..........,..........,........,Department of Transportation,Assoc Administrator for Policy and International Trade and Marketing,,1996
"Washington, DC",Senior Advisor for Marketing Programs,Joe B. Young,ES,CA,..........,..........,........,Department of Transportation,Assoc Administrator for Policy and International Trade and Marketing,,1996
"Washington, DC","Director, Office of Policy and Plans",Ellen L. Heup,ES,CA,..........,..........,........,Department of Transportation,Assoc Administrator for Policy and International Trade and Marketing,,1996
"Washington, DC",Associate Administrator,John L. Mann,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC",Coordinator of Research and Development,Paul Mentz,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Administration,,1996
"Washington, DC",Associate Administrator, Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Shipbuilding and Technology Development,,1996
"Washington, DC","Deputy Director, Office of Ship Construction", Vacant,ES,..........,..........,..........,........,Department of Transportation,Associate Administrator for Shipbuilding and Technology Development,,1996
"Washington, DC","Director, Office of Ship Construction",Edwin B. Schimler,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Shipbuilding and Technology Development,,1996
"Washington, DC","Director, Office of Ship Operations",Michael J. Delpercio,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Shipbuilding and Technology Development,,1996
"Washington, DC",Associate Administrator,James J. Zok,ES,CA,..........,..........,........,Department of Transportation,Associate Admin for Ship Financial Assistance and Cargo Preference,,1996
"Washington, DC",Associate Administrator,James E. Caponiti,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for National Security,,1996
"Kings Point, NY",Superintendent,Thomas T. Matteson,ES,CA,..........,..........,........,Department of Transportation,Merchant Marine Academy,,1996
"Kings Point, NY","Assistant Superintendent, Academic Affairs",Warren F. Mazek,ES,CA,..........,..........,........,Department of Transportation,Merchant Marine Academy,,1996
"Washington, DC",Administrator,Dharmendra K. Sharma,EX,PAS,III,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Deputy Administrator,Kelley S. Coyner,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Director of Program and Policy Support,William E. Vincent,ES,NA,..........,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Special Assistant,Patricia B. Carroll,GS,SC,13,..........,........,Department of Transportation,Immediate Office of the Administrator,,1996
"Washington, DC",Chief Counsel,Judy S. Kaleta,ES,CA,..........,..........,........,Department of Transportation,Office of the Chief Counsel,,1996
"Washington, DC",Associate Administrator,Rose A. McMurray,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Management and Administration,,1996
"Washington, DC",Deputy Associate Administrator,Cesar DeLeon,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Pipeline Safety,,1996
"Washington, DC",Associate Administrator,Alan I. Roberts,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Hazardous Materials Safety,,1996
"Washington, DC",Deputy Associate Administrator,Robert A. McGuire,ES,CA,..........,..........,........,Department of Transportation,Associate Administrator for Hazardous Materials Safety,,1996
"Washington, DC",Associate Administrator,Edwin F. Carey,ES,CA,..........,..........,........,Department of Transportation,"Associate Administrator for Research, Technology and Training",,1996
"Washington, DC","Director, Office of Research Policy and Technology Transfer", Vacant,ES,..........,..........,..........,........,Department of Transportation,"Associate Administrator for Research, Technology and Training",,1996
"Washington, DC","Deputy Director, Office of Research Policy and Technology Transfer",Elaine E. Joost,ES,CA,..........,..........,........,Department of Transportation,"Associate Administrator for Research, Technology and Training",,1996
"Cambridge, MA","Director, Office of Administration",Philip S. Coonley,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA",Director,Richard R. John,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA",Deputy Director,Frank F. Tung,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA",Air Transportation Program Manager,David E. Lev,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA","Director, Office of Transport and Information Resources Management",Frank L. Hassler,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA","Director, Office of Systems Engineering",Ronald J. Madigan,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA","Director, Office of Research and Analysis", Vacant,ES,..........,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA","Director, Office of Information Systems", Vacant,ES,..........,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Cambridge, MA","Director, Office of Operations Engineering and Assessment",Vivian J. Hobbs,ES,CA,..........,..........,........,Department of Transportation,VOLPE National Transportation Systems Center,,1996
"Washington, DC",Director, Vacant,EX,PAS,V,..........,........,Department of Transportation,Office of the Director,,1996
"Washington, DC",Principal Deputy Director,Tiruvarur Lakshmanan,ES,TA,..........,..........,........,Department of Transportation,Office of the Director,,1996
"Washington, DC",Deputy Director,Robert A. Knisely,ES,CA,..........,..........,........,Department of Transportation,Office of the Director,,1996
"Washington, DC",Director,George C. Fields,ES,CA,..........,..........,........,Department of Transportation,TRANSPORTATION ADMINISTRATIVE SERVICE CENTER,,1996
"Washington, DC",Director,Patricia D. Parrish,ES,CA,..........,..........,........,Department of Transportation,Office of Customer Service,,1996
"Washington, DC",Director,Patricia A. Prosperi,ES,CA,..........,..........,........,Department of Transportation,Information Services,,1996
"Washington, DC",Director,Ronald D. Keefer,ES,CA,..........,..........,........,Department of Transportation,Business Support,,1996
"Washington, DC",Director,Richard B. Chapman,ES,CA,..........,..........,........,Department of Transportation,Systems Operations,,1996
"Washington, DC",Judge,Renato Beghe,OT,PAS,"$133,600",15 years,03/25/2006,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,Herbert L. Chabot,OT,PAS,"$133,600",15 years,10/19/2008,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,Carolyn P. Chiechi,OT,PAS,"$133,600",15 years,09/30/1907,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,Mary Ann Cohen,OT,PAS,"$133,600",15 years,09/23/1997,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,John O. Colvin,OT,PAS,"$133,600",15 years,08/31/1903,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,Maurice B. Foley,OT,PAS,"$133,600",15 years,04/08/1910,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,Joseph H. Gale,OT,PAS,"$133,600",15 years,02/05/1911,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,Joel Gerber,OT,PAS,"$133,600",15 years,06/17/1999,United States Tax Court,JUDGES,,1996
"Washington, DC",Judge,James S. Halpern,OT,PAS,"$133,600",15 years,07/02/1905,United States Tax Court,JUDGES,,1996
